0,1521664006591,36,true
1,1521664006607,36,false
1,1521664007099,3675,true
2,1521664007151,30,true
3,1521664007263,30,false
3,1521664007308,3675,false
3,1521664007404,21,true
4,1521664007480,21,false
4,1521664007941,24,true
5,1521664008009,24,false
5,1521664008171,57,true
6,1521664008250,57,false
6,1521664008384,21,true
7,1521664008436,21,false
7,1521664008504,24,true
8,1521664008563,22,true
9,1521664008580,22,false
9,1521664008640,24,false
9,1521664009083,14,true
10,1521664009135,14,false
10,1521664009198,57,true
11,1521664009275,57,false
11,1521664009468,21,true
12,1521664009508,21,false
12,1521664009575,24,true
13,1521664009635,22,true
14,1521664009682,24,false
14,1521664009723,22,false
14,1521664010892,57,true
15,1521664011029,57,false
15,1521664011231,20,true
16,1521664011308,35,true
17,1521664011347,20,false
17,1521664011384,23,true
18,1521664011404,35,false
18,1521664011471,23,false
18,1521664011475,31,true
19,1521664011568,57,true
20,1521664011571,31,false
20,1521664011683,57,false
20,1521664011955,23,true
21,1521664012044,23,false
21,1521664012149,31,true
22,1521664012253,31,false
22,1521664012254,57,true
23,1521664012342,57,false
23,1521664012398,46,true
24,1521664012445,24,true
25,1521664012490,46,false
25,1521664012493,49,true
26,1521664012501,24,false
26,1521664012558,49,false
26,1521664012614,49,true
27,1521664012698,24,true
28,1521664012746,49,false
28,1521664012779,24,false
28,1521664012829,19,true
29,1521664012934,19,false
29,1521664013485,51,true
30,1521664013569,57,true
31,1521664013577,51,false
31,1521664013658,57,false
31,1521664014002,42,true
32,1521664014177,23,true
33,1521664014245,23,false
33,1521664014342,42,false
33,1521664015038,40,true
34,1521664015062,40,false
34,1521664015256,50,true
35,1521664015349,57,true
36,1521664015364,50,false
36,1521664015469,57,false
36,1521664015505,31,true
37,1521664015566,31,false
37,1521664015769,14,true
38,1521664015826,14,false
38,1521664015890,20,true
39,1521664015966,21,true
39,1521664015966,20,false
40,1521664016027,21,false
40,1521664016128,23,true
41,1521664016200,49,true
42,1521664016224,23,false
42,1521664016281,49,false
42,1521664016300,34,true
43,1521664016385,34,false
43,1521664016385,57,true
44,1521664016460,57,false
44,1521664016596,24,true
45,1521664016652,49,true
46,1521664016676,24,false
46,1521664016736,57,true
47,1521664016766,49,false
47,1521664016817,57,false
47,1521664016894,50,true
48,1521664016975,50,false
48,1521664017076,21,true
49,1521664017146,21,false
49,1521664017163,57,true
50,1521664017268,57,false
50,1521664017473,46,true
51,1521664017529,24,true
52,1521664017557,46,false
52,1521664017573,50,true
53,1521664017638,24,false
53,1521664017666,50,false
53,1521664017729,25,true
54,1521664017805,25,false
54,1521664017916,22,true
55,1521664017951,22,false
55,1521664018004,20,true
56,1521664018093,20,false
56,1521664018325,18,true
57,1521664018385,19,true
58,1521664018470,19,false
58,1521664018470,18,false
58,1521664018558,57,true
59,1521664018695,57,false
59,1521664018876,30,true
60,1521664018973,30,false
60,1521664019019,49,true
61,1521664019098,49,false
61,1521664019106,32,true
62,1521664019187,32,false
62,1521664019211,57,true
63,1521664019304,57,false
63,1521664019354,20,true
64,1521664019455,20,false
64,1521664019668,14,true
65,1521664019741,14,false
65,1521664019788,17,true
66,1521664019873,17,false
66,1521664019895,30,true
67,1521664019992,30,false
67,1521664020006,49,true
68,1521664020094,49,false
68,1521664020098,20,true
69,1521664020159,20,false
69,1521664020201,57,true
70,1521664020255,20,true
71,1521664020273,57,false
71,1521664020342,24,true
72,1521664020343,20,false
72,1521664020394,57,true
73,1521664020437,24,false
73,1521664020486,57,false
73,1521664020582,31,true
74,1521664020703,31,false
74,1521664020854,17,true
75,1521664020899,17,false
75,1521664020933,18,true
76,1521664021062,18,false
76,1521664021234,14,true
77,1521664021295,14,false
77,1521664021350,14,true
78,1521664021406,14,false
78,1521664021571,18,true
79,1521664021640,18,false
79,1521664021706,18,true
80,1521664021819,18,false
80,1521664021874,57,true
81,1521664021983,57,false
81,1521664022223,35,true
82,1521664022283,24,true
83,1521664022291,35,false
83,1521664022356,24,false
83,1521664022370,17,true
84,1521664022458,17,false
84,1521664022458,57,true
85,1521664022550,57,false
85,1521664022596,20,true
86,1521664022676,20,false
86,1521664022692,35,true
87,1521664022785,35,false
87,1521664022807,18,true
88,1521664022885,18,false
88,1521664022913,57,true
89,1521664023013,57,false
89,1521664023051,19,true
90,1521664023115,19,false
90,1521664023192,18,true
91,1521664023273,18,false
91,1521664023311,31,true
92,1521664023387,22,true
93,1521664023415,31,false
93,1521664023459,38,true
94,1521664023471,22,false
94,1521664023523,20,true
95,1521664023555,38,false
95,1521664023623,20,false
95,1521664023660,57,true
96,1521664023772,57,false
96,1521664024506,30,true
97,1521664024586,30,false
97,1521664024590,19,true
98,1521664024686,19,false
98,1521664024751,18,true
99,1521664024839,18,false
99,1521664024908,52,true
100,1521664025000,52,false
100,1521664025088,57,true
101,1521664025172,57,false
101,1521664025211,42,true
102,1521664025335,23,true
103,1521664025372,42,false
103,1521664025424,23,false
103,1521664025455,20,true
104,1521664025551,20,false
104,1521664025588,57,true
105,1521664025678,57,false
105,1521664025698,31,true
106,1521664025780,31,false
106,1521664025874,18,true
107,1521664025926,18,false
107,1521664025994,18,true
108,1521664026086,18,false
108,1521664026132,50,true
109,1521664026220,31,true
110,1521664026224,50,false
110,1521664026316,31,false
110,1521664026335,57,true
111,1521664026422,57,false
111,1521664026448,20,true
112,1521664026536,24,true
113,1521664026553,20,false
113,1521664026600,57,true
114,1521664026644,24,false
114,1521664026716,57,false
114,1521664027044,48,true
115,1521664027122,48,false
115,1521664027147,18,true
116,1521664027219,18,false
116,1521664027253,57,true
117,1521664027358,57,false
117,1521664027455,32,true
118,1521664027518,32,false
118,1521664027600,19,true
119,1521664027660,24,true
120,1521664027692,19,false
120,1521664027730,24,false
120,1521664027802,25,true
121,1521664027891,25,false
121,1521664027976,25,true
122,1521664028084,25,false
122,1521664028189,23,true
123,1521664028237,49,true
124,1521664028269,23,false
124,1521664028333,34,true
125,1521664028341,49,false
125,1521664028441,34,false
125,1521664028514,52,true
126,1521664028582,52,false
126,1521664028636,52,true
127,1521664028695,52,false
127,1521664028764,52,true
128,1521664028844,52,false
128,1521664028955,57,true
129,1521664029047,57,false
129,1521664029074,42,true
130,1521664029170,20,true
131,1521664029214,35,true
132,1521664029222,42,false
132,1521664029254,20,false
132,1521664029306,35,false
132,1521664029321,30,true
133,1521664029369,20,true
134,1521664029417,30,false
134,1521664029477,20,false
134,1521664029485,40,true
135,1521664029565,40,false
135,1521664029604,31,true
136,1521664029684,57,true
137,1521664029688,31,false
137,1521664029792,57,false
137,1521664029836,19,true
138,1521664029896,19,false
138,1521664029969,18,true
139,1521664030041,18,false
139,1521664030053,30,true
140,1521664030141,30,false
140,1521664030174,38,true
141,1521664030228,38,false
141,1521664030284,38,true
142,1521664030356,38,false
142,1521664030447,21,true
143,1521664030523,21,false
143,1521664030563,57,true
144,1521664030659,57,false
144,1521664031381,17,true
145,1521664031465,18,true
146,1521664031501,17,false
146,1521664031565,18,false
146,1521664031620,23,true
147,1521664031704,19,true
148,1521664031720,23,false
148,1521664031769,19,false
148,1521664031846,32,true
149,1521664031937,32,false
149,1521664032183,52,true
150,1521664032259,52,false
150,1521664032456,52,true
151,1521664032525,52,false
151,1521664032766,57,true
152,1521664032845,42,true
153,1521664032858,57,false
153,1521664033574,23,true
154,1521664033638,42,false
154,1521664033650,23,false
154,1521664033689,57,true
155,1521664033785,17,true
156,1521664033785,57,false
156,1521664033861,24,true
157,1521664033865,17,false
157,1521664033925,49,true
158,1521664033981,24,false
158,1521664034013,49,false
158,1521664034096,32,true
159,1521664034186,32,false
159,1521664034290,18,true
160,1521664034354,19,true
161,1521664034410,18,false
161,1521664034454,19,false
161,1521664034483,57,true
162,1521664034609,57,false
162,1521664034877,23,true
163,1521664034961,23,false
163,1521664035017,33,true
164,1521664035117,33,false
164,1521664035121,57,true
165,1521664035201,57,false
165,1521664035224,20,true
166,1521664035296,20,false
166,1521664035304,35,true
167,1521664035361,18,true
168,1521664035392,35,false
168,1521664035393,19,true
169,1521664035432,18,false
169,1521664035476,19,false
169,1521664035518,18,true
170,1521664035655,57,true
170,1521664035598,18,false
171,1521664035710,57,false
171,1521664035718,30,true
172,1521664035829,30,false
172,1521664035829,19,true
173,1521664035886,19,false
173,1521664035947,18,true
174,1521664036043,18,false
174,1521664036055,57,true
175,1521664036155,57,false
175,1521664036301,30,true
176,1521664036381,30,false
176,1521664036401,49,true
177,1521664036461,49,false
177,1521664036544,21,true
178,1521664036623,21,false
178,1521664036706,57,true
179,1521664036804,57,false
179,1521664036952,37,true
180,1521664037044,37,false
180,1521664037067,18,true
181,1521664037161,18,false
181,1521664037216,21,true
182,1521664037276,21,false
182,1521664037330,31,true
183,1521664037414,31,false
183,1521664037430,57,true
184,1521664037518,57,false
184,1521664037554,42,true
185,1521664037630,23,true
186,1521664037654,42,false
186,1521664037678,57,true
187,1521664037718,23,false
187,1521664037782,57,false
187,1521664037863,20,true
188,1521664037943,20,false
188,1521664037972,21,true
189,1521664038036,21,false
189,1521664038106,25,true
190,1521664038187,25,false
190,1521664038240,57,true
191,1521664038356,57,false
191,1521664038614,14,true
192,1521664038678,14,false
192,1521664038773,18,true
193,1521664038861,18,false
193,1521664038865,57,true
194,1521664038933,57,false
194,1521664038979,23,true
195,1521664039055,23,false
195,1521664039067,49,true
196,1521664039139,49,false
196,1521664039226,57,true
197,1521664039302,57,false
197,1521664039306,30,true
198,1521664039390,30,false
198,1521664039394,57,true
199,1521664039494,57,false
199,1521664039545,33,true
200,1521664039561,33,false
200,1521664039847,14,true
201,1521664039923,14,false
201,1521664039957,47,true
202,1521664040015,47,false
202,1521664040062,18,true
203,1521664040114,19,true
204,1521664040184,18,false
204,1521664040184,21,true
205,1521664040202,19,false
205,1521664040258,21,false
205,1521664040285,57,true
206,1521664040351,57,false
206,1521664040576,22,true
207,1521664040636,49,true
208,1521664040695,22,false
208,1521664040729,49,false
208,1521664040781,23,true
209,1521664040857,23,false
209,1521664040891,16,true
210,1521664040979,16,false
210,1521664041004,22,true
211,1521664041067,22,false
211,1521664041118,18,true
212,1521664041191,18,false
212,1521664041232,57,true
213,1521664041347,57,false
213,1521664041484,17,true
214,1521664041566,17,false
214,1521664041594,30,true
215,1521664041706,30,false
215,1521664041726,21,true
216,1521664041782,21,false
216,1521664047193,3638,true
217,1521664047320,23,true
218,1521664047396,3638,false
218,1521664047424,57,true
219,1521664047472,23,false
219,1521664047536,30,true
220,1521664047540,57,false
220,1521664047656,30,false
220,1521664047675,38,true
221,1521664047775,38,false
221,1521664047792,31,true
222,1521664047888,31,false
222,1521664047906,24,true
223,1521664048001,57,true
224,1521664048018,24,false
224,1521664048074,57,false
224,1521664048086,17,true
225,1521664048227,17,false
225,1521664048240,24,true
226,1521664048360,24,false
226,1521664048364,49,true
227,1521664048444,32,true
228,1521664048480,49,false
228,1521664048516,32,false
228,1521664048591,18,true
229,1521664048675,19,true
230,1521664048764,57,true
231,1521664048775,18,false
231,1521664048791,19,false
231,1521664048863,57,false
231,1521664048871,23,true
232,1521664048955,33,true
233,1521664048995,23,false
233,1521664049011,57,true
234,1521664049043,33,false
234,1521664049107,57,false
234,1521664049148,20,true
235,1521664049224,20,false
235,1521664049258,35,true
236,1521664049306,35,false
236,1521664053214,30,true
237,1521664053358,30,false
237,1521664053432,19,true
238,1521664053568,18,true
239,1521664053660,19,false
239,1521664053764,18,false
239,1521664053806,57,true
240,1521664053870,57,false
240,1521664054093,20,true
241,1521664054201,20,false
241,1521664054240,35,true
242,1521664054324,18,true
243,1521664054356,35,false
243,1521664054420,19,true
244,1521664054440,18,false
244,1521664054536,18,true
245,1521664054592,57,true
246,1521664054608,19,false
246,1521664054652,18,false
246,1521664054724,57,false
246,1521664054753,37,true
247,1521664054825,37,false
247,1521664054833,18,true
248,1521664054917,18,false
248,1521664054961,21,true
249,1521664055069,21,false
249,1521664055081,31,true
250,1521664055157,57,true
251,1521664055201,31,false
251,1521664055269,57,false
251,1521664055667,3638,true
252,1521664055767,23,true
253,1521664055851,3638,false
253,1521664055855,57,true
254,1521664055927,23,false
254,1521664055955,57,false
254,1521664055970,20,true
255,1521664056066,20,false
255,1521664056078,21,true
256,1521664056194,25,true
257,1521664056210,21,false
257,1521664056306,18,true
258,1521664056334,25,false
258,1521664056380,57,true
259,1521664056458,18,false
259,1521664056478,57,false
259,1521664056520,23,true
260,1521664056652,23,false
260,1521664056726,49,true
261,1521664056834,49,false
261,1521664056965,57,true
262,1521664057073,30,true
263,1521664057085,57,false
263,1521664057189,57,true
264,1521664057197,30,false
264,1521664057281,57,false
264,1521664057342,22,true
265,1521664057422,22,false
265,1521664057553,49,true
266,1521664057645,23,true
267,1521664057689,49,false
267,1521664057749,23,false
267,1521664057774,16,true
268,1521664057866,16,false
268,1521664057889,22,true
269,1521664057961,22,false
269,1521664057984,18,true
270,1521664058104,57,true
271,1521664058136,18,false
271,1521664058208,57,false
271,1521664058224,17,true
272,1521664058340,17,false
272,1521664058344,30,true
273,1521664058464,30,false
273,1521664058487,21,true
274,1521664058575,21,false
274,1521664058990,52,true
275,1521664059110,52,false
275,1521664059148,57,true
276,1521664059252,57,false
276,1521664059270,3638,true
277,1521664059322,48,true
278,1521664059442,48,false
278,1521664059450,30,true
279,1521664059454,3638,false
279,1521664059550,30,false
279,1521664059623,31,true
280,1521664059731,31,false
280,1521664059739,23,true
281,1521664059835,23,false
281,1521664059839,46,true
282,1521664059927,30,true
283,1521664059963,46,false
283,1521664060027,38,true
284,1521664060039,30,false
284,1521664060067,38,false
284,1521664060131,38,true
285,1521664060239,38,false
285,1521664060328,21,true
286,1521664060432,21,false
286,1521664060517,20,true
287,1521664060633,20,false
287,1521664060844,35,true
288,1521664060960,23,true
289,1521664061004,35,false
289,1521664061052,31,true
290,1521664061100,23,false
290,1521664061104,57,true
290,1521664061104,31,false
291,1521664061204,57,false
291,1521664061216,31,true
292,1521664061296,31,false
292,1521664061376,20,true
293,1521664061459,35,true
294,1521664061471,20,false
294,1521664061495,23,true
295,1521664061519,35,false
295,1521664061626,49,true
296,1521664061651,23,false
296,1521664061703,34,true
297,1521664061755,49,false
297,1521664061763,57,true
298,1521664061795,34,false
298,1521664061863,57,false
298,1521664061928,20,true
299,1521664062019,20,false
299,1521664062064,35,true
300,1521664062160,35,false
300,1521664062160,23,true
301,1521664062280,49,true
302,1521664062297,23,false
302,1521664062408,37,true
303,1521664062444,49,false
303,1521664062532,37,false
303,1521664062552,31,true
304,1521664062696,31,false
304,1521664062708,57,true
305,1521664062816,57,false
305,1521664062959,3638,true
306,1521664063099,23,true
307,1521664063203,3638,false
307,1521664063251,23,false
307,1521664063376,40,true
308,1521664063508,50,true
309,1521664063542,40,false
309,1521664063648,57,true
310,1521664063664,50,false
310,1521664063756,57,false
310,1521664063771,30,true
311,1521664063871,57,true
312,1521664063895,30,false
312,1521664063983,57,false
312,1521664063986,33,true
313,1521664064078,33,false
313,1521664064118,22,true
314,1521664064210,22,false
314,1521664064222,46,true
315,1521664064318,46,false
315,1521664064330,37,true
316,1521664064398,37,false
316,1521664064496,23,true
317,1521664064544,49,true
318,1521664064576,23,false
318,1521664064596,34,true
319,1521664064664,49,false
319,1521664064680,57,true
320,1521664064704,34,false
320,1521664064784,57,false
320,1521664064814,20,true
321,1521664064894,20,false
321,1521664064910,24,true
322,1521664064966,24,false
322,1521664065028,24,true
323,1521664065112,24,false
323,1521664065304,38,true
324,1521664065382,38,false
