,user_id,key_time,key_code,direction,is_user
31,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4183,32,u,True
32,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4199,42,d,True
33,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4343,10,d,True
34,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4427,42,u,True
35,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4439,10,u,True
36,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4521,6,d,True
37,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4589,6,u,True
38,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4647,42,d,True
39,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4743,11,d,True
40,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4803,11,u,True
41,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,4947,28,d,True
42,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,5010,28,u,True
43,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,5199,42,u,True
44,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25187,57,d,True
45,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25263,57,u,True
46,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25300,42,d,True
47,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25416,38,d,True
48,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25500,38,u,True
49,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25552,23,d,True
50,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25612,50,d,True
51,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25644,23,u,True
52,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25724,23,d,True
53,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25732,50,u,True
54,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25804,23,u,True
55,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25840,20,d,True
56,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25932,57,d,True
57,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25936,20,u,True
58,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,25968,42,u,True
59,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26024,57,u,True
60,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26095,2,d,True
61,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26167,11,d,True
62,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26187,2,u,True
63,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26215,11,u,True
64,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26295,11,d,True
65,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26387,11,u,True
66,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26479,11,d,True
67,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26567,11,u,True
68,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,26754,42,d,True
69,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,27242,42,u,True
70,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28188,42,d,True
71,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28431,28,d,True
72,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28491,28,u,True
73,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28579,28,d,True
74,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28627,28,u,True
75,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28691,28,d,True
76,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28760,28,u,True
77,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28819,28,d,True
78,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,28903,28,u,True
79,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,29247,28,d,True
80,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,29307,28,u,True
81,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,30207,28,d,True
82,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,30327,28,u,True
83,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,31123,28,d,True
84,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,31267,28,u,True
85,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,31855,28,d,True
86,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,32015,28,u,True
87,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,32239,42,u,True
88,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,32886,42,d,True
89,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,33026,28,d,True
90,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,33110,28,u,True
91,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,33603,42,u,True
92,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,33876,42,d,True
93,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,34060,28,d,True
94,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,34180,28,u,True
95,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,36676,28,d,True
96,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,36804,28,u,True
97,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,37289,42,u,True
98,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,49082,14,d,True
99,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,49155,3,d,True
100,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,49162,14,u,True
101,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,49235,3,u,True
102,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,49437,42,d,True
103,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,49698,28,d,True
104,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,49781,28,u,True
105,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,50577,28,d,True
106,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,50665,28,u,True
107,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,51465,28,d,True
108,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,51585,28,u,True
109,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,53262,42,u,True
110,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,60629,28,d,True
111,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,60861,28,u,True
112,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,64956,14,d,True
113,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,65020,14,u,True
114,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,65102,14,d,True
115,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,65202,14,u,True
116,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,65478,42,d,True
117,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,66314,28,d,True
118,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,66398,28,u,True
119,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,66894,28,d,True
120,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,66985,28,u,True
121,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,67270,28,d,True
122,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,67361,28,u,True
123,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,68825,42,u,True
124,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,76264,14,d,True
125,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,76336,14,u,True
126,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,76387,42,d,True
127,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,76599,28,d,True
128,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,76671,28,u,True
129,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,76971,28,d,True
130,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,77059,28,u,True
131,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,77379,28,d,True
132,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,77467,28,u,True
133,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,77979,28,d,True
134,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,78099,28,u,True
135,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,78819,28,d,True
136,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,78939,28,u,True
137,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,79295,28,d,True
138,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,79391,28,u,True
139,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,80495,28,d,True
140,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,80608,28,u,True
141,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,80907,28,d,True
142,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,81008,28,u,True
143,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,81235,28,d,True
144,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,81335,28,u,True
145,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,82359,28,d,True
146,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,82439,28,u,True
147,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,83143,42,u,True
148,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,93274,30,d,True
149,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,93390,19,d,True
150,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,93421,30,u,True
151,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,93470,19,u,True
152,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,93584,42,d,True
153,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,93764,28,d,True
154,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,93843,28,u,True
155,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,94040,42,u,True
156,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,99435,3675,d,True
157,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,99575,17,d,True
158,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,99718,17,u,True
159,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,99887,3675,u,True
160,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,100143,3675,d,True
161,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,100231,17,d,True
162,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,100310,17,u,True
163,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,100979,49,d,True
164,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,101050,49,u,True
165,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,101231,3675,u,True
166,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,108078,3675,d,True
167,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,108150,16,d,True
168,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,108251,16,u,True
169,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,108393,3675,u,True
170,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,161355,3675,d,True
171,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,161459,17,d,True
172,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,161586,17,u,True
173,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,161684,3675,u,True
174,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,182584,3675,d,True
175,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,183201,3675,u,True
176,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,202046,3675,d,True
177,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,202386,3675,u,True
178,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,202545,2,d,True
179,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,202646,2,u,True
180,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,202698,4,d,True
181,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,202806,4,u,True
182,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,202834,11,d,True
183,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,202938,11,u,True
184,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,203165,11,d,True
185,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,203232,11,u,True
186,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,203318,11,d,True
187,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,203358,11,u,True
188,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,203465,11,d,True
189,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,203538,11,u,True
190,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,204201,53,d,True
191,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,204322,53,u,True
192,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,204756,2,d,True
193,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,204852,2,u,True
194,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,204881,11,d,True
195,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,204937,11,u,True
196,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,205028,11,d,True
197,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,205124,11,u,True
198,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,210137,53,d,True
199,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,210245,53,u,True
200,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,210633,7,d,True
201,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,210745,7,u,True
202,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,210798,11,d,True
203,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,210895,11,u,True
204,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,211685,3675,d,True
205,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,212145,3675,u,True
206,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,229859,28,d,True
207,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,229943,28,u,True
208,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230020,20,d,True
209,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230089,20,u,True
210,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230103,24,d,True
211,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230167,20,d,True
212,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230212,24,u,True
213,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230267,20,u,True
214,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230280,30,d,True
215,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230331,38,d,True
216,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230396,30,u,True
217,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230428,38,u,True
218,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230486,42,d,True
219,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230566,12,d,True
220,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230667,12,u,True
221,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230667,42,u,True
222,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230805,20,d,True
223,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230893,23,d,True
224,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230897,20,u,True
225,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230953,50,d,True
226,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,230981,23,u,True
227,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231011,18,d,True
228,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231077,50,u,True
229,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231130,18,u,True
230,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231163,57,d,True
231,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231232,57,u,True
232,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231285,13,d,True
233,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231357,57,d,True
234,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231361,13,u,True
235,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,231446,57,u,True
236,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,232416,11,d,True
237,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,232509,11,u,True
238,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,235563,3675,d,True
239,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,235715,46,d,True
240,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,235835,46,u,True
241,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,235928,3675,u,True
242,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,238186,28,d,True
243,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,238271,28,u,True
244,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,238696,32,d,True
245,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,238768,32,u,True
246,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,238776,22,d,True
247,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,238860,22,u,True
248,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,238927,19,d,True
249,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,238991,19,u,True
250,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239027,30,d,True
251,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239103,30,u,True
252,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239145,20,d,True
253,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239189,23,d,True
254,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239249,24,d,True
255,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239277,20,u,True
256,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239289,49,d,True
257,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239325,23,u,True
258,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239341,24,u,True
259,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239393,49,u,True
260,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239393,57,d,True
261,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239469,57,u,True
262,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239524,13,d,True
263,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239592,57,d,True
264,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239596,13,u,True
265,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239696,3675,d,True
266,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239704,57,u,True
267,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,239964,47,d,True
268,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,240056,47,u,True
269,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,240244,3675,u,True
270,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,240414,28,d,True
271,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,240514,28,u,True
272,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,240904,3675,d,True
273,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,240944,47,d,True
274,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,241072,47,u,True
275,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,241128,3675,u,True
276,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,241289,57,d,True
277,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,241389,57,u,True
278,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,241401,42,d,True
279,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,241525,13,d,True
280,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,241605,13,u,True
281,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,241662,42,u,True
282,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,242492,3675,d,True
283,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,242556,44,d,True
284,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,242712,44,u,True
285,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,242832,44,d,True
286,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,242981,44,u,True
287,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,243144,3675,u,True
288,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,243345,3675,d,True
289,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,243411,47,d,True
290,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,243505,47,u,True
291,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,243569,3675,u,True
292,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,243657,57,d,True
293,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,243769,57,u,True
294,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,244283,3675,d,True
295,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,244327,44,d,True
296,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,244479,44,u,True
297,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,244587,3675,u,True
298,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,244729,44,d,True
299,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,244729,3675,d,True
300,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,244921,44,u,True
301,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,244965,3675,u,True
302,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245176,20,d,True
303,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245252,20,u,True
304,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245252,24,d,True
305,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245336,24,u,True
306,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245340,20,d,True
307,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245448,20,u,True
308,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245463,30,d,True
309,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245578,38,d,True
310,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245590,30,u,True
311,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245682,38,u,True
312,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245725,42,d,True
313,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245845,12,d,True
314,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245909,42,u,True
315,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,245930,12,u,True
316,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246040,20,d,True
317,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246104,23,d,True
318,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246120,20,u,True
319,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246156,50,d,True
320,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246188,23,u,True
321,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246232,18,d,True
322,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246268,50,u,True
323,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246348,18,u,True
324,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246432,57,d,True
325,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246540,57,u,True
326,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246793,13,d,True
327,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246857,13,u,True
328,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,246911,57,d,True
329,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,247019,57,u,True
330,1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,247209,20,d,True
